date_id,date,day,day_of_week,is_weekend,month,year
692,2007-02-15,15,3,False,2,2007
700,2007-02-15,15,3,False,2,2007
704,2007-02-15,15,3,False,2,2007
722,2007-02-15,15,3,False,2,2007
728,2007-02-15,15,3,False,2,2007
744,2007-02-15,15,3,False,2,2007
748,2007-02-15,15,3,False,2,2007
752,2007-02-15,15,3,False,2,2007
754,2007-02-15,15,3,False,2,2007
756,2007-02-15,15,3,False,2,2007
770,2007-02-15,15,3,False,2,2007
818,2007-02-15,15,3,False,2,2007
836,2007-02-15,15,3,False,2,2007
850,2007-02-15,15,3,False,2,2007
852,2007-02-15,15,3,False,2,2007
860,2007-02-15,15,3,False,2,2007
880,2007-02-15,15,3,False,2,2007
896,2007-02-15,15,3,False,2,2007
912,2007-02-15,15,3,False,2,2007
916,2007-02-15,15,3,False,2,2007
926,2007-02-15,15,3,False,2,2007
936,2007-02-15,15,3,False,2,2007
940,2007-02-15,15,3,False,2,2007
948,2007-02-15,15,3,False,2,2007
966,2007-02-15,15,3,False,2,2007
970,2007-02-15,15,3,False,2,2007
974,2007-02-15,15,3,False,2,2007
980,2007-02-15,15,3,False,2,2007
994,2007-02-15,15,3,False,2,2007
1048,2007-02-15,15,3,False,2,2007
1086,2007-02-15,15,3,False,2,2007
1092,2007-02-15,15,3,False,2,2007
1100,2007-02-15,15,3,False,2,2007
1108,2007-02-15,15,3,False,2,2007
1138,2007-02-15,15,3,False,2,2007
1170,2007-02-15,15,3,False,2,2007
1174,2007-02-15,15,3,False,2,2007
1206,2007-02-15,15,3,False,2,2007
1240,2007-02-15,15,3,False,2,2007
1242,2007-02-15,15,3,False,2,2007
1250,2007-02-15,15,3,False,2,2007
1254,2007-02-15,15,3,False,2,2007
1288,2007-02-15,15,3,False,2,2007
1310,2007-02-15,15,3,False,2,2007
1320,2007-02-15,15,3,False,2,2007
1346,2007-02-15,15,3,False,2,2007
1354,2007-02-15,15,3,False,2,2007
1364,2007-02-15,15,3,False,2,2007
1372,2007-02-15,15,3,False,2,2007
1374,2007-02-15,15,3,False,2,2007
1382,2007-02-15,15,3,False,2,2007
1390,2007-02-15,15,3,False,2,2007
1392,2007-02-15,15,3,False,2,2007
1394,2007-02-15,15,3,False,2,2007
1396,2007-02-15,15,3,False,2,2007
1400,2007-02-15,15,3,False,2,2007
1416,2007-02-15,15,3,False,2,2007
1426,2007-02-15,15,3,False,2,2007
1448,2007-02-15,15,3,False,2,2007
1450,2007-02-15,15,3,False,2,2007
1464,2007-02-15,15,3,False,2,2007
1472,2007-02-15,15,3,False,2,2007
1490,2007-02-15,15,3,False,2,2007
1542,2007-02-15,15,3,False,2,2007
1560,2007-02-15,15,3,False,2,2007
1572,2007-02-15,15,3,False,2,2007
1576,2007-02-15,15,3,False,2,2007
1598,2007-02-15,15,3,False,2,2007
1608,2007-02-15,15,3,False,2,2007
1624,2007-02-15,15,3,False,2,2007
1640,2007-02-15,15,3,False,2,2007
1642,2007-02-15,15,3,False,2,2007
1654,2007-02-15,15,3,False,2,2007
1666,2007-02-15,15,3,False,2,2007
1668,2007-02-15,15,3,False,2,2007
1676,2007-02-15,15,3,False,2,2007
1682,2007-02-15,15,3,False,2,2007
1716,2007-02-15,15,3,False,2,2007
1732,2007-02-15,15,3,False,2,2007
1738,2007-02-15,15,3,False,2,2007
1744,2007-02-15,15,3,False,2,2007
1750,2007-02-15,15,3,False,2,2007
1756,2007-02-15,15,3,False,2,2007
1764,2007-02-15,15,3,False,2,2007
1772,2007-02-15,15,3,False,2,2007
1776,2007-02-15,15,3,False,2,2007
1796,2007-02-15,15,3,False,2,2007
1808,2007-02-15,15,3,False,2,2007
1822,2007-02-15,15,3,False,2,2007
1836,2007-02-15,15,3,False,2,2007
1840,2007-02-15,15,3,False,2,2007
1858,2007-02-15,15,3,False,2,2007
1882,2007-02-15,15,3,False,2,2007
1890,2007-02-15,15,3,False,2,2007
1894,2007-02-15,15,3,False,2,2007
1910,2007-02-15,15,3,False,2,2007
1912,2007-02-15,15,3,False,2,2007
1916,2007-02-15,15,3,False,2,2007
1922,2007-02-15,15,3,False,2,2007
1934,2007-02-15,15,3,False,2,2007
1942,2007-02-15,15,3,False,2,2007
1952,2007-02-15,15,3,False,2,2007
1956,2007-02-15,15,3,False,2,2007
2008,2007-02-15,15,3,False,2,2007
2,2007-02-16,16,4,False,2,2007
10,2007-02-16,16,4,False,2,2007
22,2007-02-16,16,4,False,2,2007
32,2007-02-16,16,4,False,2,2007
48,2007-02-16,16,4,False,2,2007
64,2007-02-16,16,4,False,2,2007
74,2007-02-16,16,4,False,2,2007
92,2007-02-16,16,4,False,2,2007
118,2007-02-16,16,4,False,2,2007
128,2007-02-16,16,4,False,2,2007
142,2007-02-16,16,4,False,2,2007
180,2007-02-16,16,4,False,2,2007
184,2007-02-16,16,4,False,2,2007
216,2007-02-16,16,4,False,2,2007
224,2007-02-16,16,4,False,2,2007
294,2007-02-16,16,4,False,2,2007
115,2007-02-14,14,2,False,2,2007
241,2007-02-14,14,2,False,2,2007
291,2007-02-14,14,2,False,2,2007
549,2007-02-14,14,2,False,2,2007
653,2007-02-14,14,2,False,2,2007
671,2007-02-14,14,2,False,2,2007
939,2007-02-14,14,2,False,2,2007
993,2007-02-14,14,2,False,2,2007
1461,2007-02-14,14,2,False,2,2007
1657,2007-02-14,14,2,False,2,2007
1737,2007-02-14,14,2,False,2,2007
1755,2007-02-14,14,2,False,2,2007
1763,2007-02-14,14,2,False,2,2007
1791,2007-02-14,14,2,False,2,2007
1897,2007-02-14,14,2,False,2,2007
1919,2007-02-14,14,2,False,2,2007
1,2007-02-15,15,3,False,2,2007
17,2007-02-15,15,3,False,2,2007
21,2007-02-15,15,3,False,2,2007
35,2007-02-15,15,3,False,2,2007
51,2007-02-15,15,3,False,2,2007
63,2007-02-15,15,3,False,2,2007
67,2007-02-15,15,3,False,2,2007
73,2007-02-15,15,3,False,2,2007
77,2007-02-15,15,3,False,2,2007
85,2007-02-15,15,3,False,2,2007
105,2007-02-15,15,3,False,2,2007
109,2007-02-15,15,3,False,2,2007
117,2007-02-15,15,3,False,2,2007
133,2007-02-15,15,3,False,2,2007
135,2007-02-15,15,3,False,2,2007
157,2007-02-15,15,3,False,2,2007
189,2007-02-15,15,3,False,2,2007
207,2007-02-15,15,3,False,2,2007
221,2007-02-15,15,3,False,2,2007
229,2007-02-15,15,3,False,2,2007
233,2007-02-15,15,3,False,2,2007
245,2007-02-15,15,3,False,2,2007
311,2007-02-15,15,3,False,2,2007
325,2007-02-15,15,3,False,2,2007
331,2007-02-15,15,3,False,2,2007
339,2007-02-15,15,3,False,2,2007
341,2007-02-15,15,3,False,2,2007
355,2007-02-15,15,3,False,2,2007
383,2007-02-15,15,3,False,2,2007
387,2007-02-15,15,3,False,2,2007
389,2007-02-15,15,3,False,2,2007
399,2007-02-15,15,3,False,2,2007
403,2007-02-15,15,3,False,2,2007
425,2007-02-15,15,3,False,2,2007
445,2007-02-15,15,3,False,2,2007
449,2007-02-15,15,3,False,2,2007
499,2007-02-15,15,3,False,2,2007
505,2007-02-15,15,3,False,2,2007
507,2007-02-15,15,3,False,2,2007
511,2007-02-15,15,3,False,2,2007
515,2007-02-15,15,3,False,2,2007
547,2007-02-15,15,3,False,2,2007
577,2007-02-15,15,3,False,2,2007
601,2007-02-15,15,3,False,2,2007
607,2007-02-15,15,3,False,2,2007
611,2007-02-15,15,3,False,2,2007
631,2007-02-15,15,3,False,2,2007
635,2007-02-15,15,3,False,2,2007
639,2007-02-15,15,3,False,2,2007
641,2007-02-15,15,3,False,2,2007
649,2007-02-15,15,3,False,2,2007
665,2007-02-15,15,3,False,2,2007
687,2007-02-15,15,3,False,2,2007
713,2007-02-15,15,3,False,2,2007
719,2007-02-15,15,3,False,2,2007
723,2007-02-15,15,3,False,2,2007
753,2007-02-15,15,3,False,2,2007
755,2007-02-15,15,3,False,2,2007
769,2007-02-15,15,3,False,2,2007
775,2007-02-15,15,3,False,2,2007
779,2007-02-15,15,3,False,2,2007
783,2007-02-15,15,3,False,2,2007
821,2007-02-15,15,3,False,2,2007
833,2007-02-15,15,3,False,2,2007
853,2007-02-15,15,3,False,2,2007
859,2007-02-15,15,3,False,2,2007
877,2007-02-15,15,3,False,2,2007
903,2007-02-15,15,3,False,2,2007
909,2007-02-15,15,3,False,2,2007
911,2007-02-15,15,3,False,2,2007
915,2007-02-15,15,3,False,2,2007
917,2007-02-15,15,3,False,2,2007
931,2007-02-15,15,3,False,2,2007
941,2007-02-15,15,3,False,2,2007
967,2007-02-15,15,3,False,2,2007
981,2007-02-15,15,3,False,2,2007
995,2007-02-15,15,3,False,2,2007
1005,2007-02-15,15,3,False,2,2007
1011,2007-02-15,15,3,False,2,2007
1025,2007-02-15,15,3,False,2,2007
1035,2007-02-15,15,3,False,2,2007
1059,2007-02-15,15,3,False,2,2007
1087,2007-02-15,15,3,False,2,2007
1099,2007-02-15,15,3,False,2,2007
1107,2007-02-15,15,3,False,2,2007
1153,2007-02-15,15,3,False,2,2007
1175,2007-02-15,15,3,False,2,2007
1185,2007-02-15,15,3,False,2,2007
1197,2007-02-15,15,3,False,2,2007
1201,2007-02-15,15,3,False,2,2007
1205,2007-02-15,15,3,False,2,2007
1207,2007-02-15,15,3,False,2,2007
1237,2007-02-15,15,3,False,2,2007
1243,2007-02-15,15,3,False,2,2007
1315,2007-02-15,15,3,False,2,2007
1319,2007-02-15,15,3,False,2,2007
1343,2007-02-15,15,3,False,2,2007
1347,2007-02-15,15,3,False,2,2007
1363,2007-02-15,15,3,False,2,2007
1369,2007-02-15,15,3,False,2,2007
1373,2007-02-15,15,3,False,2,2007
1391,2007-02-15,15,3,False,2,2007
1409,2007-02-15,15,3,False,2,2007
1417,2007-02-15,15,3,False,2,2007
1447,2007-02-15,15,3,False,2,2007
1451,2007-02-15,15,3,False,2,2007
1473,2007-02-15,15,3,False,2,2007
1479,2007-02-15,15,3,False,2,2007
1485,2007-02-15,15,3,False,2,2007
1515,2007-02-15,15,3,False,2,2007
1523,2007-02-15,15,3,False,2,2007
1531,2007-02-15,15,3,False,2,2007
1545,2007-02-15,15,3,False,2,2007
1571,2007-02-15,15,3,False,2,2007
1619,2007-02-15,15,3,False,2,2007
1635,2007-02-15,15,3,False,2,2007
1639,2007-02-15,15,3,False,2,2007
1677,2007-02-15,15,3,False,2,2007
1681,2007-02-15,15,3,False,2,2007
1689,2007-02-15,15,3,False,2,2007
1697,2007-02-15,15,3,False,2,2007
1701,2007-02-15,15,3,False,2,2007
1711,2007-02-15,15,3,False,2,2007
1717,2007-02-15,15,3,False,2,2007
1723,2007-02-15,15,3,False,2,2007
1727,2007-02-15,15,3,False,2,2007
1733,2007-02-15,15,3,False,2,2007
1765,2007-02-15,15,3,False,2,2007
1775,2007-02-15,15,3,False,2,2007
1787,2007-02-15,15,3,False,2,2007
1795,2007-02-15,15,3,False,2,2007
1799,2007-02-15,15,3,False,2,2007
1811,2007-02-15,15,3,False,2,2007
1817,2007-02-15,15,3,False,2,2007
1825,2007-02-15,15,3,False,2,2007
1831,2007-02-15,15,3,False,2,2007
1871,2007-02-15,15,3,False,2,2007
1879,2007-02-15,15,3,False,2,2007
1881,2007-02-15,15,3,False,2,2007
1889,2007-02-15,15,3,False,2,2007
1911,2007-02-15,15,3,False,2,2007
1917,2007-02-15,15,3,False,2,2007
1925,2007-02-15,15,3,False,2,2007
1933,2007-02-15,15,3,False,2,2007
1945,2007-02-15,15,3,False,2,2007
1951,2007-02-15,15,3,False,2,2007
1957,2007-02-15,15,3,False,2,2007
1997,2007-02-15,15,3,False,2,2007
2003,2007-02-15,15,3,False,2,2007
2007,2007-02-15,15,3,False,2,2007
3,2007-02-16,16,4,False,2,2007
11,2007-02-16,16,4,False,2,2007
19,2007-02-16,16,4,False,2,2007
27,2007-02-16,16,4,False,2,2007
43,2007-02-16,16,4,False,2,2007
47,2007-02-16,16,4,False,2,2007
49,2007-02-16,16,4,False,2,2007
59,2007-02-16,16,4,False,2,2007
87,2007-02-16,16,4,False,2,2007
91,2007-02-16,16,4,False,2,2007
95,2007-02-16,16,4,False,2,2007
101,2007-02-16,16,4,False,2,2007
119,2007-02-16,16,4,False,2,2007
143,2007-02-16,16,4,False,2,2007
167,2007-02-16,16,4,False,2,2007
183,2007-02-16,16,4,False,2,2007
185,2007-02-16,16,4,False,2,2007
199,2007-02-16,16,4,False,2,2007
203,2007-02-16,16,4,False,2,2007
213,2007-02-16,16,4,False,2,2007
223,2007-02-16,16,4,False,2,2007
231,2007-02-16,16,4,False,2,2007
251,2007-02-16,16,4,False,2,2007
267,2007-02-16,16,4,False,2,2007
293,2007-02-16,16,4,False,2,2007
295,2007-02-16,16,4,False,2,2007
307,2007-02-16,16,4,False,2,2007
321,2007-02-16,16,4,False,2,2007
327,2007-02-16,16,4,False,2,2007
335,2007-02-16,16,4,False,2,2007
345,2007-02-16,16,4,False,2,2007
353,2007-02-16,16,4,False,2,2007
369,2007-02-16,16,4,False,2,2007
375,2007-02-16,16,4,False,2,2007
385,2007-02-16,16,4,False,2,2007
411,2007-02-16,16,4,False,2,2007
419,2007-02-16,16,4,False,2,2007
427,2007-02-16,16,4,False,2,2007
435,2007-02-16,16,4,False,2,2007
437,2007-02-16,16,4,False,2,2007
457,2007-02-16,16,4,False,2,2007
477,2007-02-16,16,4,False,2,2007
495,2007-02-16,16,4,False,2,2007
501,2007-02-16,16,4,False,2,2007
509,2007-02-16,16,4,False,2,2007
521,2007-02-16,16,4,False,2,2007
525,2007-02-16,16,4,False,2,2007
527,2007-02-16,16,4,False,2,2007
531,2007-02-16,16,4,False,2,2007
535,2007-02-16,16,4,False,2,2007
559,2007-02-16,16,4,False,2,2007
563,2007-02-16,16,4,False,2,2007
569,2007-02-16,16,4,False,2,2007
571,2007-02-16,16,4,False,2,2007
575,2007-02-16,16,4,False,2,2007
583,2007-02-16,16,4,False,2,2007
591,2007-02-16,16,4,False,2,2007
609,2007-02-16,16,4,False,2,2007
659,2007-02-16,16,4,False,2,2007
673,2007-02-16,16,4,False,2,2007
677,2007-02-16,16,4,False,2,2007
679,2007-02-16,16,4,False,2,2007
701,2007-02-16,16,4,False,2,2007
703,2007-02-16,16,4,False,2,2007
705,2007-02-16,16,4,False,2,2007
729,2007-02-16,16,4,False,2,2007
735,2007-02-16,16,4,False,2,2007
739,2007-02-16,16,4,False,2,2007
741,2007-02-16,16,4,False,2,2007
793,2007-02-16,16,4,False,2,2007
819,2007-02-16,16,4,False,2,2007
835,2007-02-16,16,4,False,2,2007
839,2007-02-16,16,4,False,2,2007
845,2007-02-16,16,4,False,2,2007
851,2007-02-16,16,4,False,2,2007
861,2007-02-16,16,4,False,2,2007
873,2007-02-16,16,4,False,2,2007
881,2007-02-16,16,4,False,2,2007
927,2007-02-16,16,4,False,2,2007
949,2007-02-16,16,4,False,2,2007
971,2007-02-16,16,4,False,2,2007
975,2007-02-16,16,4,False,2,2007
1001,2007-02-16,16,4,False,2,2007
1007,2007-02-16,16,4,False,2,2007
1017,2007-02-16,16,4,False,2,2007
1081,2007-02-16,16,4,False,2,2007
1093,2007-02-16,16,4,False,2,2007
1101,2007-02-16,16,4,False,2,2007
1123,2007-02-16,16,4,False,2,2007
1143,2007-02-16,16,4,False,2,2007
1151,2007-02-16,16,4,False,2,2007
1179,2007-02-16,16,4,False,2,2007
1199,2007-02-16,16,4,False,2,2007
1217,2007-02-16,16,4,False,2,2007
1225,2007-02-16,16,4,False,2,2007
1249,2007-02-16,16,4,False,2,2007
1265,2007-02-16,16,4,False,2,2007
1277,2007-02-16,16,4,False,2,2007
1289,2007-02-16,16,4,False,2,2007
1311,2007-02-16,16,4,False,2,2007
1317,2007-02-16,16,4,False,2,2007
1321,2007-02-16,16,4,False,2,2007
1325,2007-02-16,16,4,False,2,2007
1331,2007-02-16,16,4,False,2,2007
1365,2007-02-16,16,4,False,2,2007
1383,2007-02-16,16,4,False,2,2007
1421,2007-02-16,16,4,False,2,2007
1427,2007-02-16,16,4,False,2,2007
1433,2007-02-16,16,4,False,2,2007
1465,2007-02-16,16,4,False,2,2007
1471,2007-02-16,16,4,False,2,2007
1481,2007-02-16,16,4,False,2,2007
1491,2007-02-16,16,4,False,2,2007
1495,2007-02-16,16,4,False,2,2007
1501,2007-02-16,16,4,False,2,2007
1507,2007-02-16,16,4,False,2,2007
1509,2007-02-16,16,4,False,2,2007
1519,2007-02-16,16,4,False,2,2007
1535,2007-02-16,16,4,False,2,2007
1539,2007-02-16,16,4,False,2,2007
1561,2007-02-16,16,4,False,2,2007
1577,2007-02-16,16,4,False,2,2007
1599,2007-02-16,16,4,False,2,2007
1609,2007-02-16,16,4,False,2,2007
1617,2007-02-16,16,4,False,2,2007
1647,2007-02-16,16,4,False,2,2007
1663,2007-02-16,16,4,False,2,2007
1669,2007-02-16,16,4,False,2,2007
1679,2007-02-16,16,4,False,2,2007
1683,2007-02-16,16,4,False,2,2007
1693,2007-02-16,16,4,False,2,2007
1739,2007-02-16,16,4,False,2,2007
1757,2007-02-16,16,4,False,2,2007
1797,2007-02-16,16,4,False,2,2007
1813,2007-02-16,16,4,False,2,2007
1819,2007-02-16,16,4,False,2,2007
1859,2007-02-16,16,4,False,2,2007
1865,2007-02-16,16,4,False,2,2007
1873,2007-02-16,16,4,False,2,2007
1895,2007-02-16,16,4,False,2,2007
1913,2007-02-16,16,4,False,2,2007
1935,2007-02-16,16,4,False,2,2007
1969,2007-02-16,16,4,False,2,2007
1973,2007-02-16,16,4,False,2,2007
7,2007-02-17,17,5,True,2,2007
13,2007-02-17,17,5,True,2,2007
33,2007-02-17,17,5,True,2,2007
39,2007-02-17,17,5,True,2,2007
65,2007-02-17,17,5,True,2,2007
69,2007-02-17,17,5,True,2,2007
129,2007-02-17,17,5,True,2,2007
149,2007-02-17,17,5,True,2,2007
151,2007-02-17,17,5,True,2,2007
173,2007-02-17,17,5,True,2,2007
181,2007-02-17,17,5,True,2,2007
191,2007-02-17,17,5,True,2,2007
195,2007-02-17,17,5,True,2,2007
209,2007-02-17,17,5,True,2,2007
217,2007-02-17,17,5,True,2,2007
239,2007-02-17,17,5,True,2,2007
255,2007-02-17,17,5,True,2,2007
261,2007-02-17,17,5,True,2,2007
275,2007-02-17,17,5,True,2,2007
281,2007-02-17,17,5,True,2,2007
289,2007-02-17,17,5,True,2,2007
337,2007-02-17,17,5,True,2,2007
401,2007-02-17,17,5,True,2,2007
413,2007-02-17,17,5,True,2,2007
439,2007-02-17,17,5,True,2,2007
447,2007-02-17,17,5,True,2,2007
451,2007-02-17,17,5,True,2,2007
459,2007-02-17,17,5,True,2,2007
467,2007-02-17,17,5,True,2,2007
469,2007-02-17,17,5,True,2,2007
487,2007-02-17,17,5,True,2,2007
541,2007-02-17,17,5,True,2,2007
543,2007-02-17,17,5,True,2,2007
561,2007-02-17,17,5,True,2,2007
565,2007-02-17,17,5,True,2,2007
585,2007-02-17,17,5,True,2,2007
587,2007-02-17,17,5,True,2,2007
597,2007-02-17,17,5,True,2,2007
613,2007-02-17,17,5,True,2,2007
621,2007-02-17,17,5,True,2,2007
627,2007-02-17,17,5,True,2,2007
643,2007-02-17,17,5,True,2,2007
667,2007-02-17,17,5,True,2,2007
691,2007-02-17,17,5,True,2,2007
707,2007-02-17,17,5,True,2,2007
717,2007-02-17,17,5,True,2,2007
731,2007-02-17,17,5,True,2,2007
745,2007-02-17,17,5,True,2,2007
749,2007-02-17,17,5,True,2,2007
773,2007-02-17,17,5,True,2,2007
785,2007-02-17,17,5,True,2,2007
789,2007-02-17,17,5,True,2,2007
801,2007-02-17,17,5,True,2,2007
809,2007-02-17,17,5,True,2,2007
823,2007-02-17,17,5,True,2,2007
829,2007-02-17,17,5,True,2,2007
855,2007-02-17,17,5,True,2,2007
865,2007-02-17,17,5,True,2,2007
879,2007-02-17,17,5,True,2,2007
897,2007-02-17,17,5,True,2,2007
899,2007-02-17,17,5,True,2,2007
921,2007-02-17,17,5,True,2,2007
977,2007-02-17,17,5,True,2,2007
987,2007-02-17,17,5,True,2,2007
989,2007-02-17,17,5,True,2,2007
1003,2007-02-17,17,5,True,2,2007
1009,2007-02-17,17,5,True,2,2007
1013,2007-02-17,17,5,True,2,2007
1031,2007-02-17,17,5,True,2,2007
1053,2007-02-17,17,5,True,2,2007
1061,2007-02-17,17,5,True,2,2007
1067,2007-02-17,17,5,True,2,2007
1083,2007-02-17,17,5,True,2,2007
1119,2007-02-17,17,5,True,2,2007
1121,2007-02-17,17,5,True,2,2007
1135,2007-02-17,17,5,True,2,2007
1159,2007-02-17,17,5,True,2,2007
1171,2007-02-17,17,5,True,2,2007
1191,2007-02-17,17,5,True,2,2007
1211,2007-02-17,17,5,True,2,2007
1221,2007-02-17,17,5,True,2,2007
1229,2007-02-17,17,5,True,2,2007
1251,2007-02-17,17,5,True,2,2007
1255,2007-02-17,17,5,True,2,2007
1261,2007-02-17,17,5,True,2,2007
1273,2007-02-17,17,5,True,2,2007
1283,2007-02-17,17,5,True,2,2007
1323,2007-02-17,17,5,True,2,2007
1333,2007-02-17,17,5,True,2,2007
1339,2007-02-17,17,5,True,2,2007
1351,2007-02-17,17,5,True,2,2007
1379,2007-02-17,17,5,True,2,2007
1397,2007-02-17,17,5,True,2,2007
1401,2007-02-17,17,5,True,2,2007
1405,2007-02-17,17,5,True,2,2007
1429,2007-02-17,17,5,True,2,2007
1437,2007-02-17,17,5,True,2,2007
1443,2007-02-17,17,5,True,2,2007
1453,2007-02-17,17,5,True,2,2007
1467,2007-02-17,17,5,True,2,2007
1503,2007-02-17,17,5,True,2,2007
1521,2007-02-17,17,5,True,2,2007
1547,2007-02-17,17,5,True,2,2007
1553,2007-02-17,17,5,True,2,2007
1567,2007-02-17,17,5,True,2,2007
1595,2007-02-17,17,5,True,2,2007
1603,2007-02-17,17,5,True,2,2007
1625,2007-02-17,17,5,True,2,2007
1633,2007-02-17,17,5,True,2,2007
1643,2007-02-17,17,5,True,2,2007
1645,2007-02-17,17,5,True,2,2007
1655,2007-02-17,17,5,True,2,2007
1671,2007-02-17,17,5,True,2,2007
1685,2007-02-17,17,5,True,2,2007
1699,2007-02-17,17,5,True,2,2007
1705,2007-02-17,17,5,True,2,2007
1713,2007-02-17,17,5,True,2,2007
1719,2007-02-17,17,5,True,2,2007
1741,2007-02-17,17,5,True,2,2007
1767,2007-02-17,17,5,True,2,2007
1771,2007-02-17,17,5,True,2,2007
1773,2007-02-17,17,5,True,2,2007
1777,2007-02-17,17,5,True,2,2007
1783,2007-02-17,17,5,True,2,2007
1809,2007-02-17,17,5,True,2,2007
1823,2007-02-17,17,5,True,2,2007
1847,2007-02-17,17,5,True,2,2007
1867,2007-02-17,17,5,True,2,2007
1875,2007-02-17,17,5,True,2,2007
1883,2007-02-17,17,5,True,2,2007
1891,2007-02-17,17,5,True,2,2007
1923,2007-02-17,17,5,True,2,2007
1931,2007-02-17,17,5,True,2,2007
1947,2007-02-17,17,5,True,2,2007
1953,2007-02-17,17,5,True,2,2007
1961,2007-02-17,17,5,True,2,2007
1977,2007-02-17,17,5,True,2,2007
1979,2007-02-17,17,5,True,2,2007
1985,2007-02-17,17,5,True,2,2007
1987,2007-02-17,17,5,True,2,2007
55,2007-02-18,18,6,True,2,2007
61,2007-02-18,18,6,True,2,2007
75,2007-02-18,18,6,True,2,2007
81,2007-02-18,18,6,True,2,2007
103,2007-02-18,18,6,True,2,2007
123,2007-02-18,18,6,True,2,2007
147,2007-02-18,18,6,True,2,2007
153,2007-02-18,18,6,True,2,2007
159,2007-02-18,18,6,True,2,2007
163,2007-02-18,18,6,True,2,2007
165,2007-02-18,18,6,True,2,2007
169,2007-02-18,18,6,True,2,2007
175,2007-02-18,18,6,True,2,2007
205,2007-02-18,18,6,True,2,2007
219,2007-02-18,18,6,True,2,2007
263,2007-02-18,18,6,True,2,2007
269,2007-02-18,18,6,True,2,2007
273,2007-02-18,18,6,True,2,2007
277,2007-02-18,18,6,True,2,2007
305,2007-02-18,18,6,True,2,2007
329,2007-02-18,18,6,True,2,2007
347,2007-02-18,18,6,True,2,2007
357,2007-02-18,18,6,True,2,2007
359,2007-02-18,18,6,True,2,2007
365,2007-02-18,18,6,True,2,2007
381,2007-02-18,18,6,True,2,2007
393,2007-02-18,18,6,True,2,2007
395,2007-02-18,18,6,True,2,2007
409,2007-02-18,18,6,True,2,2007
415,2007-02-18,18,6,True,2,2007
429,2007-02-18,18,6,True,2,2007
441,2007-02-18,18,6,True,2,2007
453,2007-02-18,18,6,True,2,2007
481,2007-02-18,18,6,True,2,2007
489,2007-02-18,18,6,True,2,2007
491,2007-02-18,18,6,True,2,2007
503,2007-02-18,18,6,True,2,2007
513,2007-02-18,18,6,True,2,2007
529,2007-02-18,18,6,True,2,2007
533,2007-02-18,18,6,True,2,2007
537,2007-02-18,18,6,True,2,2007
545,2007-02-18,18,6,True,2,2007
573,2007-02-18,18,6,True,2,2007
579,2007-02-18,18,6,True,2,2007
593,2007-02-18,18,6,True,2,2007
599,2007-02-18,18,6,True,2,2007
603,2007-02-18,18,6,True,2,2007
