sales_id,staff_id,customer_id,film_id,date_id,sales_amount
17592,2,363,964,90,4.99
17593,2,363,856,91,4.99
17594,1,363,265,92,4.99
17595,1,363,938,93,4.99
17596,2,363,872,94,2.99
17597,1,364,463,95,2.99
17598,2,364,880,96,2.99
17599,2,364,898,97,4.99
17600,2,364,633,98,4.99
17601,2,364,652,99,3.99
17602,1,365,436,100,1.99
17603,1,365,745,101,6.99
17604,1,365,426,102,4.99
17605,1,365,288,103,2.99
17606,2,365,479,104,0.99
17607,2,366,890,105,1.99
17608,2,366,531,106,0.99
17609,1,367,795,107,0.99
17610,1,368,341,108,0.99
17611,1,368,260,109,9.99
17612,1,368,167,110,4.99
17613,1,368,84,111,4.99
17614,1,368,985,112,4.99
17615,2,368,504,113,4.99
17616,1,369,345,114,0.99
17617,2,370,563,115,6.99
17618,2,371,789,116,2.99
17619,1,371,54,117,1.99
17620,1,371,990,118,6.99
17621,2,371,668,119,5.99
17622,2,371,91,120,0.99
17623,1,371,432,121,3.99
17624,2,371,602,122,0.99
17625,1,372,608,123,2.99
17626,1,372,911,124,4.99
17627,1,372,869,125,3.99
17628,1,373,920,126,6.99
17629,1,373,293,127,2.99
17630,1,374,454,128,1.99
17631,2,374,191,129,1.99
17632,2,374,805,130,4.99
17633,2,374,51,131,2.99
17634,2,375,609,132,2.99
17635,1,375,35,133,5.99
17636,1,375,871,134,4.99
17637,2,376,164,135,0.99
17638,1,376,228,136,0.99
17639,2,377,25,137,3.99
17640,1,377,23,138,1.99
17641,2,377,970,139,0.99
17642,2,377,735,140,2.99
17643,2,377,358,141,4.99
17644,2,378,980,142,4.99
17645,1,378,776,143,5.99
17646,2,378,370,144,7.99
17647,2,378,867,145,4.99
17648,1,379,284,146,8.99
17649,1,379,689,147,5.99
17650,1,379,235,148,2.99
17651,1,380,526,149,3.99
17652,1,380,748,150,2.99
17653,1,380,283,151,3.99
17654,1,380,628,152,2.99
17655,1,380,102,153,4.99
17656,2,380,285,154,1.99
17657,2,380,821,155,1.99
17658,1,380,791,156,4.99
17659,1,381,425,157,3.99
17660,1,381,730,158,1.99
17661,2,381,59,159,2.99
17662,1,381,604,160,4.99
17663,2,381,993,161,2.99
17664,1,382,160,162,0.99
17665,1,382,398,163,4.99
17666,1,382,873,164,1.99
17667,1,382,561,165,2.99
17668,2,382,725,166,4.99
17669,1,383,572,167,7.99
17670,2,383,109,168,2.99
17671,1,383,433,169,2.99
17672,2,383,505,170,2.99
17673,1,383,487,171,7.99
17674,1,383,188,172,2.99
17675,1,384,625,173,0.99
17676,2,384,416,174,0.99
17677,1,384,614,175,7.99
17678,2,384,838,176,5.99
17679,2,384,600,177,3.99
17680,1,384,670,178,9.99
17681,2,384,378,179,4.99
17682,1,385,930,180,2.99
17683,1,385,281,181,0.99
17684,1,385,26,182,0.99
17685,2,386,373,183,3.99
17686,1,386,566,184,2.99
17687,2,386,368,185,5.99
17688,1,386,132,186,0.99
17689,1,386,349,187,2.99
17690,1,387,894,188,0.99
17691,2,387,132,189,0.99
17692,1,387,924,190,0.99
17693,2,387,489,191,0.99
17694,2,387,115,192,5.99
17695,2,387,7,193,4.99
17696,2,388,330,194,6.99
17697,1,388,54,195,0.99
17698,1,388,767,196,5.99
17699,1,388,694,197,4.99
17700,2,388,7,198,7.99
17701,1,389,422,199,4.99
17702,1,389,507,200,4.99
17703,1,389,143,201,3.99
17704,2,390,59,202,5.99
17705,2,390,302,203,2.99
17706,2,390,735,204,2.99
17707,1,390,933,205,7.99
17708,1,390,133,206,5.99
17709,2,391,602,207,0.99
17710,2,391,309,208,0.99
17711,1,391,122,209,2.99
17712,1,391,303,210,2.99
17713,2,391,577,211,2.99
17714,2,392,528,212,6.99
17715,2,392,154,213,2.99
17716,2,392,442,214,2.99
17717,2,392,753,215,4.99
17718,1,393,378,216,6.99
17719,2,393,574,217,1.99
17720,2,393,410,218,2.99
17721,1,393,331,219,4.99
17722,2,393,646,220,2.99
17723,2,394,167,221,4.99
17724,1,395,12,222,0.99
17725,1,395,130,223,0.99
17726,2,395,728,224,0.99
17727,1,395,338,225,4.99
17728,1,395,374,226,0.99
17729,1,395,159,227,6.99
17730,2,396,140,228,1.99
17731,2,396,888,229,4.99
17732,2,396,582,230,6.99
17733,1,397,272,231,5.99
17734,2,397,877,232,1.99
17735,2,398,977,233,2.99
17736,1,398,103,234,6.99
17737,2,398,392,235,9.99
17738,2,399,991,236,2.99
17739,1,399,975,237,5.99
17740,2,400,23,238,0.99
17741,1,400,586,239,3.99
17742,2,400,151,240,6.99
17743,2,402,826,241,4.99
17744,2,402,420,242,4.99
17745,2,402,758,243,2.99
17746,2,403,460,244,4.99
17747,1,403,460,245,8.99
17748,2,403,295,246,3.99
17749,1,403,86,247,4.99
17750,2,403,114,248,6.99
17751,1,403,989,249,5.99
17752,2,404,890,250,2.99
17753,2,404,75,251,4.99
17754,1,404,451,252,4.99
17755,1,404,638,253,2.99
17756,2,405,842,254,4.99
17757,1,405,629,255,0.99
17758,2,405,776,256,5.99
17759,2,405,809,257,3.99
17760,1,405,645,258,4.99
17761,1,405,415,259,5.99
17762,1,406,330,260,4.99
17763,2,406,415,261,3.99
17764,1,406,204,262,2.99
17765,2,406,164,263,0.99
17766,2,406,18,264,0.99
17767,1,406,702,265,7.99
17768,1,406,364,266,4.99
17769,1,407,322,267,2.99
17770,2,407,493,268,0.99
17771,2,408,354,269,4.99
17772,1,408,873,270,2.99
17773,2,408,169,271,2.99
17774,2,409,496,272,5.99
17775,2,409,568,273,8.99
17776,1,410,645,274,2.99
17777,1,410,772,275,2.99
17778,1,410,5,276,4.99
17779,2,410,702,277,5.99
17780,2,410,348,278,0.99
17781,1,410,154,279,4.99
17782,1,411,18,280,0.99
17783,2,411,185,281,2.99
17784,2,411,688,282,0.99
17785,1,412,724,283,2.99
17786,2,413,301,284,5.99
17787,2,413,710,285,4.99
17788,1,414,933,286,4.99
17789,1,414,969,287,9.99
17790,1,414,246,288,5.99
17791,2,415,773,289,4.99
17792,1,415,254,290,2.99
17793,2,416,356,291,2.99
17794,1,416,522,292,4.99
17795,2,416,877,293,0.99
17796,2,416,559,294,2.99
17797,2,416,383,295,0.99
17798,1,417,953,296,3.99
17799,1,418,571,297,2.99
17800,2,418,569,298,2.99
17801,2,418,380,299,2.99
17802,2,419,160,300,2.99
17803,2,420,257,301,3.99
17804,1,420,851,302,0.99
17805,1,420,651,303,0.99
17806,1,421,521,304,4.99
17807,2,421,559,305,2.99
17808,1,421,288,306,4.99
17809,1,422,376,307,0.99
17810,1,422,900,308,4.99
17811,2,422,302,309,2.99
17812,1,422,737,310,5.99
17813,1,423,790,311,3.99
17814,2,423,833,312,0.99
17815,1,423,103,313,6.99
17816,2,423,777,314,6.99
17817,1,423,897,315,8.99
17818,2,424,706,316,4.99
17819,1,424,403,317,6.99
17820,2,424,436,318,0.99
17821,1,425,412,319,6.99
17822,1,426,767,320,6.99
17823,1,426,322,321,7.99
17824,1,426,252,322,2.99
17825,1,426,18,323,0.99
17826,1,426,560,324,0.99
17827,1,427,968,325,5.99
17828,2,427,191,326,3.99
17829,1,427,101,327,5.99
17830,1,427,925,328,1.99
17831,2,427,299,329,0.99
17832,1,428,142,330,3.99
17833,2,428,122,331,2.99
17834,1,428,684,332,3.99
17835,1,428,958,333,2.99
17836,2,428,402,334,0.99
17837,2,429,623,335,5.99
17838,2,429,361,336,2.99
17839,2,429,968,337,7.99
17840,1,429,740,338,2.99
17841,2,430,492,339,0.99
17842,1,430,608,340,2.99
17843,1,430,154,341,2.99
17844,1,430,307,342,6.99
17845,2,430,656,343,0.99
17846,2,430,143,344,0.99
17847,2,431,489,345,2.99
17848,1,431,239,346,4.99
17849,1,431,679,347,3.99
17850,2,431,915,348,4.99
17851,2,431,462,349,2.99
17852,2,431,465,350,6.99
17853,2,431,68,351,8.99
17854,2,432,686,352,5.99
17855,2,432,162,353,2.99
17856,2,432,398,354,4.99
17857,1,434,418,355,0.99
17858,2,434,775,356,5.99
17859,2,434,682,357,7.99
17860,1,434,433,358,3.99
17861,1,434,290,359,3.99
17862,1,434,471,360,2.99
17863,2,434,443,361,2.99
17864,2,435,545,362,0.99
17865,1,435,395,363,0.99
17866,1,436,861,364,9.99
17867,2,437,966,365,5.99
17868,1,437,672,366,2.99
17869,2,437,794,367,2.99
17870,1,438,702,368,4.99
17871,2,438,233,369,0.99
17872,2,438,797,370,0.99
17873,1,438,979,371,4.99
17874,1,438,893,372,4.99
17875,2,438,119,373,0.99
17876,1,439,908,374,4.99
17877,2,439,574,375,0.99
17878,2,439,123,376,4.99
17879,1,439,379,377,2.99
17880,1,439,735,378,2.99
17881,1,439,521,379,6.99
17882,1,441,385,380,4.99
17883,2,441,501,381,4.99
17884,1,442,728,382,5.99
17885,2,442,440,383,0.99
17886,2,442,227,384,8.99
17887,1,442,672,385,2.99
17888,1,443,377,386,2.99
17889,1,444,816,387,0.99
17890,2,444,397,388,3.99
17891,2,444,454,389,1.99
17892,1,444,437,390,4.99
17893,2,444,112,391,7.99
17894,2,444,774,392,5.99
17895,1,446,435,393,4.99
17896,2,446,864,394,3.99
17897,2,446,911,395,6.99
17898,2,446,650,396,0.99
17899,1,446,450,397,2.99
17900,2,446,525,398,0.99
17901,2,447,504,399,0.99
17902,2,447,382,400,2.99
17903,1,447,267,401,4.99
17904,2,447,165,402,4.99
17905,1,448,361,403,5.99
17906,2,448,846,404,7.99
17907,2,448,491,405,0.99
17908,2,448,225,406,3.99
17909,2,448,944,407,5.99
17910,2,449,637,408,4.99
17911,1,449,790,409,0.99
17912,2,449,258,410,2.99
17913,2,450,39,411,4.99
17914,1,450,560,412,0.99
17915,2,450,747,413,2.99
17916,2,450,258,414,0.99
17917,1,450,263,415,4.99
17918,1,450,618,416,2.99
17919,1,450,101,417,4.99
17920,1,451,619,418,0.99
17921,1,451,249,419,0.99
17922,1,451,21,420,6.99
17923,1,451,467,421,1.99
17924,1,451,370,422,3.99
17925,2,451,140,423,0.99
17926,1,451,720,424,6.99
17927,2,452,481,425,4.99
17928,1,452,356,426,5.99
17929,1,452,111,427,3.99
17930,1,452,717,428,0.99
17931,2,452,570,429,4.99
17932,1,452,367,430,0.99
17933,2,452,797,431,0.99
17934,2,453,591,432,5.99
17935,1,453,564,433,7.99
17936,2,453,239,434,4.99
17937,2,454,421,435,4.99
17938,2,454,501,436,7.99
17939,1,454,27,437,1.99
17940,1,454,123,438,4.99
17941,2,454,446,439,5.99
17942,2,454,765,440,5.99
17943,1,454,391,441,2.99
17944,2,454,408,442,9.99
17945,1,454,55,443,2.99
17946,1,454,284,444,4.99
17947,2,455,688,445,1.99
17948,1,455,907,446,1.99
17949,1,455,234,447,2.99
17950,2,455,477,448,0.99
17951,1,456,181,449,2.99
17952,1,456,924,450,0.99
17953,2,456,321,451,5.99
17954,2,456,73,452,6.99
17955,1,456,411,453,4.99
17956,1,456,899,454,0.99
17957,1,456,83,455,2.99
17958,2,457,721,456,4.99
17959,2,457,647,457,0.99
17960,1,457,877,458,0.99
17961,1,457,640,459,7.99
17962,1,457,771,460,4.99
17963,1,457,753,461,3.99
17964,1,457,850,462,0.99
17965,2,457,474,463,2.99
17966,2,457,697,464,2.99
17967,2,458,393,465,5.99
17968,2,458,942,466,0.99
17969,2,459,85,467,0.99
17970,2,459,540,468,2.99
17971,2,459,527,469,4.99
17972,1,459,417,470,0.99
17973,2,459,587,471,4.99
17974,2,459,673,472,0.99
17975,2,459,715,473,9.99
17976,2,460,79,474,0.99
17977,2,461,285,475,5.99
17978,2,461,544,476,4.99
17979,2,462,961,477,5.99
17980,2,462,768,478,9.99
17981,1,462,365,479,4.99
17982,1,463,304,480,2.99
17983,2,463,86,481,4.99
17984,1,463,230,482,2.99
17985,1,463,56,483,4.99
17986,2,464,15,484,4.99
17987,1,464,78,485,2.99
17988,1,465,873,486,2.99
17989,1,465,843,487,4.99
17990,1,465,680,488,8.99
17991,2,465,97,489,0.99
17992,2,466,529,490,7.99
17993,2,466,284,491,8.99
17994,1,466,819,492,3.99
17995,2,466,961,493,4.99
17996,2,466,443,494,2.99
17997,1,467,878,495,8.99
17998,2,467,28,496,4.99
17999,2,467,48,497,9.99
18000,1,467,161,498,6.99
18001,2,468,463,499,2.99
18002,1,468,898,500,8.99
18003,1,468,705,501,2.99
18004,1,468,554,502,2.99
18005,2,468,465,503,4.99
18006,1,468,891,504,0.99
18007,2,469,314,505,0.99
18008,1,469,971,506,9.99
18009,2,470,314,507,0.99
18010,1,470,697,508,0.99
18011,2,470,844,509,7.99
18012,1,471,219,510,4.99
18013,2,471,333,511,2.99
18014,2,471,522,512,2.99
18015,2,471,263,513,4.99
18016,2,471,694,514,4.99
18017,1,472,215,515,4.99
18018,2,472,307,516,6.99
18019,1,472,284,517,5.99
18020,1,472,504,518,0.99
18021,1,472,938,519,4.99
18022,1,472,850,520,0.99
18023,2,473,531,521,0.99
18024,1,473,937,522,2.99
18025,2,473,205,523,4.99
18026,2,473,113,524,4.99
18027,1,474,582,525,8.99
18028,2,474,340,526,7.99
18029,1,476,468,527,3.99
18030,1,476,273,528,0.99
18031,2,476,941,529,4.99
18032,2,476,129,530,2.99
18033,1,477,117,531,6.99
18034,1,477,304,532,2.99
18035,1,477,46,533,10.99
18036,2,477,858,534,4.99
18037,1,478,488,535,0.99
18038,2,478,376,536,4.99
18039,1,478,501,537,6.99
18040,2,478,127,538,8.99
18041,2,478,228,539,4.99
18042,2,478,603,540,4.99
18043,1,479,638,541,2.99
18044,2,479,735,542,3.99
18045,2,479,22,543,2.99
18046,2,479,628,544,3.99
18047,2,479,800,545,2.99
18048,2,479,374,546,6.99
18049,1,480,595,547,0.99
18050,1,480,118,548,0.99
18051,2,481,952,549,2.99
18052,2,481,995,550,4.99
18053,2,481,211,551,4.99
18054,2,481,963,552,0.99
18055,2,482,958,553,2.99
18056,2,482,562,554,0.99
18057,1,483,765,555,4.99
18058,2,483,19,556,0.99
18059,1,483,706,557,8.99
18060,1,484,514,558,3.99
18061,2,484,298,559,3.99
18062,1,484,827,560,4.99
18063,1,484,527,561,5.99
18064,2,485,175,562,2.99
18065,1,485,771,563,8.99
18066,1,486,20,564,4.99
18067,1,486,503,565,5.99
18068,2,486,110,566,2.99
18069,2,486,707,567,2.99
18070,2,487,530,568,3.99
18071,2,488,807,569,3.99
18072,2,488,967,570,5.99
18073,2,489,5,571,3.99
18074,1,489,406,572,0.99
18075,1,489,583,573,7.99
18076,1,489,887,574,4.99
18077,1,490,573,575,3.99
18078,2,491,252,576,2.99
18079,1,491,166,577,4.99
18080,2,491,805,578,4.99
18081,1,491,893,579,4.99
18082,2,491,625,580,4.99
18083,2,491,263,581,4.99
18084,1,491,187,582,3.99
18085,2,492,970,583,1.99
18086,2,492,973,584,4.99
18087,2,492,307,585,4.99
18088,1,492,98,586,9.99
18089,2,493,498,587,3.99
18090,1,493,683,588,4.99
18091,1,493,840,589,0.99
18092,1,493,235,590,2.99
18093,1,494,514,591,2.99
18094,2,495,15,592,2.99
18095,1,495,336,593,4.99
18096,1,495,843,594,7.99
18097,1,495,388,595,3.99
18098,1,496,49,596,2.99
18099,2,497,778,597,8.99
18100,1,497,272,598,5.99
18101,1,497,292,599,2.99
18102,2,497,518,600,4.99
18103,1,498,711,601,6.99
18104,1,498,395,602,2.99
18105,1,498,438,603,2.99
18106,1,498,792,604,4.99
18107,1,498,747,605,0.99
18108,2,498,613,606,0.99
18109,1,499,914,607,2.99
18110,2,499,422,608,4.99
18111,2,499,873,609,4.99
18112,2,499,315,610,1.99
18113,1,500,777,611,5.99
18114,2,500,869,612,5.99
18115,2,500,56,613,3.99
18116,2,500,728,614,6.99
18117,1,500,886,615,2.99
18118,2,501,876,616,5.99
18119,1,501,666,617,7.99
18120,2,502,857,618,7.99
18121,2,502,54,619,0.99
18122,1,502,796,620,0.99
18123,2,503,305,621,4.99
18124,1,503,621,622,2.99
18125,2,503,352,623,0.99
18126,1,504,786,624,1.99
18127,1,504,390,625,6.99
18128,2,505,624,626,5.99
18129,2,505,515,627,4.99
18130,1,505,902,628,7.99
18131,1,505,172,629,5.99
18132,1,506,433,630,6.99
18133,1,506,150,631,2.99
18134,2,506,840,632,0.99
18135,1,506,210,633,9.99
18136,2,506,631,634,6.99
18137,2,507,81,635,4.99
18138,1,507,278,636,4.99
18139,2,507,446,637,4.99
18140,2,508,525,638,4.99
18141,1,509,923,639,2.99
18142,2,509,621,640,4.99
18143,2,510,608,641,5.99
18144,2,510,981,642,0.99
18145,2,510,870,643,0.99
18146,1,510,972,644,8.99
18147,2,510,458,645,0.99
18148,2,510,762,646,0.99
18149,2,510,126,647,8.99
18150,2,510,326,648,5.99
18151,2,511,649,649,2.99
18152,1,511,252,650,2.99
18153,2,511,763,651,10.99
18154,2,511,567,652,4.99
18155,1,512,596,653,6.99
18156,2,512,203,654,4.99
18157,1,512,625,655,2.99
18158,1,513,724,656,2.99
18159,2,513,44,657,7.99
18160,2,513,688,658,1.99
18161,2,514,775,659,4.99
18162,1,514,525,660,3.99
18163,2,514,618,661,0.99
18164,1,514,524,662,0.99
18165,2,514,783,663,2.99
18166,1,514,617,664,0.99
18167,1,515,229,665,4.99
18168,2,515,304,666,5.99
18169,2,515,347,667,4.99
18170,2,515,330,668,4.99
18171,2,515,741,669,0.99
18172,2,515,862,670,3.99
18173,2,516,961,671,4.99
18174,1,516,732,672,1.99
18175,1,516,65,673,10.99
18176,1,516,314,674,0.99
18177,2,516,427,675,0.99
18178,1,516,26,676,2.99
18179,2,517,499,677,4.99
18180,1,517,239,678,8.99
18181,1,517,166,679,4.99
18182,2,517,557,680,2.99
18183,1,517,790,681,0.99
18184,2,518,179,682,5.99
18185,2,518,753,683,0.99
18186,1,519,236,684,2.99
18187,2,519,365,685,8.99
18188,2,519,317,686,5.99
18189,1,520,492,687,0.99
18190,2,520,723,688,6.99
18191,1,520,271,689,4.99
18192,1,521,345,690,0.99
18193,2,521,931,691,0.99
18194,1,522,693,692,3.99
18195,2,522,253,693,8.99
18196,1,522,541,694,2.99
18197,2,522,949,695,0.99
18198,2,523,738,696,6.99
18199,1,523,512,697,8.99
18200,1,523,871,698,7.99
18201,2,523,600,699,0.99
18202,1,524,461,700,1.99
18203,2,524,971,701,4.99
18204,2,524,660,702,2.99
18205,2,525,281,703,2.99
18206,1,526,313,704,4.99
18207,2,526,832,705,0.99
18208,2,526,583,706,7.99
18209,2,526,605,707,2.99
18210,1,526,698,708,2.99
18211,2,526,658,709,4.99
18212,1,526,709,710,2.99
18213,2,526,966,711,6.99
18214,1,526,70,712,6.99
18215,1,527,962,713,2.99
18216,1,527,696,714,0.99
18217,2,527,140,715,0.99
18218,1,527,977,716,2.99
18219,2,528,361,717,2.99
18220,1,528,502,718,4.99
18221,1,529,155,719,1.99
18222,2,529,849,720,0.99
18223,2,529,241,721,0.99
18224,2,530,79,722,1.99
18225,1,530,810,723,0.99
18226,1,530,55,724,2.99
18227,2,531,483,725,2.99
18228,1,532,31,726,4.99
18229,2,532,559,727,3.99
18230,1,533,532,728,5.99
18231,1,533,748,729,0.99
18232,1,533,746,730,0.99
18233,1,533,704,731,2.99
18234,2,533,667,732,6.99
18235,1,533,589,733,0.99
18236,1,534,776,734,4.99
18237,1,534,201,735,2.99
18238,1,534,732,736,0.99
18239,2,534,839,737,1.99
18240,1,534,158,738,4.99
18241,1,535,300,739,4.99
18242,1,535,545,740,4.99
18243,1,536,35,741,4.99
18244,2,536,958,742,2.99
18245,2,536,592,743,2.99
18246,1,537,700,744,2.99
18247,2,537,760,745,2.99
18248,1,537,893,746,8.99
18249,2,537,304,747,8.99
18250,1,538,300,748,5.99
18251,1,538,898,749,4.99
18252,1,538,789,750,4.99
18253,2,538,329,751,2.99
18254,2,539,42,752,3.99
18255,1,539,89,753,0.99
18256,2,539,287,754,4.99
18257,2,540,900,755,2.99
18258,2,540,417,756,4.99
18259,2,540,158,757,2.99
18260,1,540,397,758,3.99
18261,1,540,649,759,3.99
18262,2,541,636,760,2.99
18263,1,541,583,761,6.99
18264,1,542,842,762,4.99
18265,2,542,879,763,10.99
18266,2,543,767,764,4.99
18267,1,543,104,765,2.99
18268,2,543,845,766,4.99
18269,1,543,43,767,2.99
18270,2,543,159,768,5.99
18271,1,544,848,769,1.99
18272,2,544,919,770,10.99
18273,1,544,610,771,0.99
18274,1,544,200,772,2.99
18275,1,545,548,773,2.99
18276,1,546,651,774,1.99
18277,2,546,741,775,0.99
18278,1,546,837,776,3.99
18279,1,546,775,777,5.99
18280,2,547,670,778,8.99
18281,1,548,11,779,1.99
18282,1,548,998,780,2.99
18283,2,548,951,781,0.99
18284,1,549,428,782,2.99
18285,1,550,916,783,6.99
18286,1,550,976,784,3.99
18287,2,550,767,785,4.99
18288,1,550,702,786,2.99
18289,2,550,327,787,9.99
18290,1,550,243,788,10.99
18291,2,551,602,789,4.99
18292,1,551,376,790,3.99
18293,2,552,130,791,0.99
18294,2,552,131,792,4.99
18295,2,553,726,793,3.99
18296,1,553,857,794,8.99
18297,2,553,409,795,6.99
18298,1,554,320,796,4.99
18299,1,554,426,797,6.99
18300,2,554,621,798,2.99
18301,1,554,226,799,6.99
18302,2,555,430,800,1.99
18303,1,556,968,801,6.99
18304,2,556,442,802,5.99
18305,2,556,105,803,0.99
18306,1,556,556,804,4.99
18307,2,556,382,805,6.99
18308,1,557,875,806,0.99
18309,2,557,694,807,6.99
18310,1,557,524,808,3.99
18311,2,558,708,809,4.99
18312,1,558,727,810,1.99
18313,2,558,320,811,4.99
18314,2,558,769,812,4.99
18315,2,558,764,813,10.99
18316,2,559,644,814,4.99
18317,1,559,82,815,0.99
18318,2,559,103,816,4.99
18319,1,559,345,817,1.99
18320,1,560,84,818,4.99
18321,2,560,910,819,1.99
18322,2,561,983,820,2.99
18323,2,561,649,821,2.99
18324,2,561,86,822,4.99
18325,1,561,456,823,4.99
18326,1,561,292,824,5.99
18327,1,561,935,825,0.99
18328,1,561,314,826,4.99
18329,1,561,945,827,4.99
18330,1,561,122,828,0.99
18331,1,562,951,829,3.99
18332,1,562,265,830,4.99
18333,1,562,206,831,3.99
18334,2,562,311,832,4.99
18335,2,563,166,833,4.99
18336,2,563,737,834,0.99
18337,2,564,24,835,2.99
18338,2,565,307,836,4.99
18339,1,565,256,837,5.99
18340,1,565,551,838,5.99
18341,1,566,264,839,5.99
18342,2,566,243,840,4.99
18343,1,566,890,841,0.99
18344,1,566,439,842,4.99
18345,2,567,543,843,4.99
18346,1,567,286,844,2.99
18347,2,568,61,845,4.99
18348,2,568,203,846,4.99
18349,2,568,687,847,0.99
18350,1,568,255,848,4.99
18351,2,568,119,849,1.99
18352,1,569,654,850,6.99
18353,2,569,544,851,5.99
18354,1,570,974,852,4.99
18355,2,570,294,853,4.99
18356,2,570,254,854,2.99
18357,2,570,451,855,5.99
18358,2,570,930,856,6.99
18359,2,570,382,857,3.99
18360,2,570,489,858,2.99
18361,1,571,869,859,4.99
18362,2,571,51,860,3.99
18363,1,571,307,861,4.99
18364,2,571,322,862,4.99
18365,1,571,298,863,2.99
18366,1,571,580,864,10.99
18367,2,572,853,865,10.99
18368,1,572,249,866,0.99
18369,1,572,130,867,0.99
18370,1,573,975,868,4.99
18371,2,573,305,869,5.99
18372,1,573,992,870,1.99
18373,1,573,371,871,7.99
18374,1,574,157,872,0.99
18375,2,574,445,873,5.99
18376,1,574,299,874,0.99
18377,1,574,491,875,0.99
18378,1,574,409,876,6.99
18379,2,575,55,877,2.99
18380,1,575,490,878,2.99
18381,2,575,565,879,4.99
18382,1,576,921,880,4.99
18383,2,576,609,881,2.99
18384,1,576,132,882,0.99
18385,2,576,483,883,8.99
18386,1,576,471,884,3.99
18387,2,576,1000,885,4.99
18388,2,576,889,886,6.99
18389,2,577,546,887,3.99
18390,2,577,162,888,2.99
18391,2,577,750,889,6.99
18392,2,578,92,890,6.99
18393,2,578,834,891,4.99
18394,1,578,617,892,2.99
18395,2,579,577,893,5.99
18396,1,579,119,894,3.99
18397,1,579,981,895,2.99
18398,1,580,535,896,0.99
18399,2,581,402,897,3.99
18400,2,581,462,898,2.99
18401,1,581,255,899,4.99
18402,1,582,592,900,2.99
18403,1,582,987,901,7.99
18404,2,582,266,902,0.99
18405,1,583,807,903,3.99
18406,1,583,710,904,9.99
18407,2,583,227,905,4.99
18408,2,583,861,906,5.99
18409,2,583,417,907,3.99
18410,1,583,283,908,0.99
18411,2,584,205,909,3.99
18412,2,584,892,910,6.99
18413,1,585,355,911,0.99
18414,2,585,991,912,7.99
18415,1,585,819,913,0.99
18416,1,585,789,914,3.99
18417,1,586,73,915,2.99
18418,2,586,595,916,0.99
18419,2,587,270,917,2.99
18420,2,587,330,918,4.99
18421,1,587,72,919,2.99
18422,1,587,902,920,4.99
18423,2,588,162,921,2.99
18424,2,588,421,922,6.99
18425,2,588,755,923,7.99
18426,1,588,561,924,2.99
18427,2,588,109,925,3.99
18428,1,589,693,926,4.99
